Mark,WIND,Competitor,Nat,Venue,Date
10.67,0.0,Peiqi LI,CHN,Tianjin (CHN),2012-09-13
10.67,7.0,Luca Antonio CASSANO,ITA,"Stadio Paolo Poli, Molfetta (ITA)",2020-09-16
10.67,10.0,Daichi NOGAWA,JPN,"Prefectural Stadium, Kumagaya (JPN)",2020-09-18
10.67,7.0,Shiryu AKANUMA,JPN,"Maruyama Stadium, Sapporo (JPN)",2020-09-19
10.67,8.0,IvÃ¡n JesÃºs RAMOS,ESP,Segovia (ESP),2020-09-26
10.67,12.0,Taishi SHOJI,JPN,"Prefectural Stadium, Marugame (JPN)",2020-10-02
10.67,7.0,Naoki SHIMOSATO,JPN,"Prefectural Stadium, Kumagaya (JPN)",2020-10-03
10.67,20.0,Ryuta NISHIZAWA,JPN,"Try Stadium, Osaka (JPN)",2020-10-04
10.67,20.0,Ryoma OOKA,JPN,"Nagai Stadium No. 2, Osaka (JPN)",2020-10-20
10.67,-5.0,Dai SUTO,JPN,"Nagai Stadium, Osaka (JPN)",2020-10-24
10.67,20.0,Maxsuel DOS SANTOS,BRA,"Pista de Atletismo CEAR, Campinas (BRA)",2020-12-02
10.67,12.0,Nathawath EAMUDOM,THA,Bangkok (THA),2020-12-10
10.67,9.0,Alex BECK,AUS,"QSAC, Nathan, Brisbane (AUS)",2020-12-19
10.67,17.0,Jordan ARTHUR,GBR,Doha (QAT),2009-12-09
10.67,11.0,James ALLEN,USA,"San Marcos, TX (USA)",2012-04-07
10.67,9.0,Chao SHENG,CHN,"Shangyu Stadium, Shaoxing (CHN)",2020-09-15
10.67,9.0,Adam PAWLOWSKI,POL,Poznan (POL),2012-09-08
10.67,-5.0,Jose Maria MARVIZON,ESP,"Polideportivo Juan de la Cierva, Getafe (ESP)",2020-09-12
10.67,16.0,Andre WRIGHT,GBR,"Worthing Athletics Track, Worthing (GBR)",2020-09-08
10.67,9.0,Woo-sam KIM,KOR,Daegu (KOR),2012-10-13
10.67,19.0,Micheal CAMPBELL,JAM,"Jamaica College Ashenheim Stadium, Kingston (JAM)",2020-07-25
10.67,13.0,Giovanni TOMASICCHIO,ITA,"Stadio Luigi Muzi, Orvieto (ITA)",2020-07-31
10.67,14.0,BÃ¡lint SZELES,HUN,"Ikarus BSE Sporttelep, Budapest (HUN)",2020-08-01
10.67,10.0,Luis VIEWEG,GER,"Sepp-Herberger-Stadion, Weinheim (GER)",2020-08-01
10.67,15.0,Koki IKEOKA,JPN,"Ishikawa Athletics Stadium, Kanazawa (JPN)",2020-08-01
10.67,5.0,Jack LAWRENCE,GBR,"Pingles Stadium, Nuneaton (GBR)",2020-08-02
10.67,17.0,Jahnoy THOMPSON,JAM,"PVAMU Track Stadium, Prairie View, TX (USA)",2020-08-06
10.67,15.0,Alessandro PREGNOLATO,ITA,"Stadio Crestella, Donnas (ITA)",2020-08-16
10.67,17.0,Taichi MATSUMOTO,JPN,"Hakatanomori Athletic Stadium, Fukuoka (JPN)",2020-08-23
10.67,10.0,Shoutarou OOKI,JPN,"Prefectural Tendai Stadium, Chiba (JPN)",2020-08-26
10.67,5.0,To Rangers CARSON,FRA,"Stade Annexe Stade de France, St-Denis (FRA)",2020-08-29
10.67,7.0,William AGUESSY,FRA,"Stade Georges Pompidou, Montauban (FRA)",2020-08-29
10.67,5.0,Jinpei NAKAMURA,JPN,"Nihon University Athletics Stadium, Setagaya (JPN)",2020-08-30
10.67,12.0,Daisuke NAKAHIGASHI,JPN,"Prefectural Stadium, Ise (JPN)",2020-09-05
10.67,2.0,Angelo ULISSE,ITA,"Guidobaldi, Rieti (ITA)",2020-09-11
10.67,18.0,Andrew EMSAVANA,AUS,Perth (AUS),2012-04-01
10.67,2.0,Kendrick FARR,USA,"Oxford, MS (USA)",2012-03-31
10.67,10.0,Aaron BRESLAND,AUS,Perth (AUS),2013-11-08
10.67,7.0,Bastien MOUTHON,SUI,Regensdorf (SUI),2013-09-07
10.67,2.0,Austin HAMILTON,SWE,Boras (SWE),2013-08-30
10.67,-9.0,Rico GUMBS,SKN,MedellÃ­n (COL),2013-08-23
10.67,15.0,Jan JIRKA,CZE,Andorf (AUT),2013-08-17
10.67,-5.0,Mihail DUDAÅ ,SRB,"Luzhniki, Moskva (RUS)",2013-08-10
10.67,16.0,Antonio JAMES,USA,"Ypsilanti, MI (USA)",2013-08-03
10.67,20.0,Raphael MÃœLLER,GER,Weinheim (GER),2013-08-02
10.67,18.0,Toluwalope MAKINDE,CAN,Ottawa (CAN),2013-07-31
10.67,18.0,Michael ROBERTSON,CAN,Ottawa (CAN),2013-07-31
10.67,-2.0,Johannes WIESNER,GER,Rostock (GER),2013-07-26
10.67,20.0,Viktor KREMMIDAS,GRE,Thiva (GRE),2013-07-24
10.67,3.0,Drelan BRAMWELL,CAN,Toronto (CAN),2013-07-20
10.67,16.0,Luka Å AKOTA,CRO,"Guidobaldi, Rieti (ITA)",2013-07-18
10.67,0.0,Even TJIVIJU,NAM,Luzern (SUI),2013-07-17
10.67,15.0,Jordan SHELLEY,AUS,Townsville (AUS),2013-12-07
10.67,4.0,Patrick VOSLOO,RSA,Potchefstroom (RSA),2010-03-04
10.67,12.0,Todd BATEMAN,AUS,Adelaide (AUS),2009-11-14
10.67,5.0,Shaun MCLEAN,USA,"Chapel Hill, NC (USA)",2010-05-08
10.67,14.0,Mykel BLOCK,USA,San JosÃ© (USA),2010-05-01
10.67,7.0,Yohan FELIX,DOM,Santo Domingo (DOM),2010-04-29
10.67,-1.0,Irving GUERRERO,DOM,Santo Domingo (DOM),2010-04-29
10.67,-5.0,Nicholas IMHOAPERAMHE,NGR,Ibadan (NGR),2010-04-17
10.67,5.0,Albert REED,USA,"Sacramento, CA (USA)",2010-04-17
10.67,3.0,Bradley BRITZ,RSA,Germiston (RSA),2010-04-10
10.67,15.0,DeAnthony THOMAS,USA,"Arcadia, CA (USA)",2010-04-10
10.67,19.0,Michael WESTBROOK,USA,"Petersburg, VA (USA)",2010-04-09
10.67,-3.0,Calvin SMITH,USA,"Orlando, FL (USA)",2010-03-27
10.67,-4.0,Mario SPANN,USA,"Tuscaloosa, AL (USA)",2010-03-27
10.67,12.0,Victor MICHALET,FRA,Fort-de-France (FRA),2010-03-20
10.67,0.0,Mikio BAIN,USA,"Tempe, AZ (USA)",2010-03-20
10.67,-3.0,Toyin OLADIMEJI,NGR,Port Harcourt (NGR),2012-03-31
10.67,15.0,Raul Antonio SABINO PEREIRA,BRA,SÃ£o Paulo (BRA),2013-07-12
10.67,19.0,Mitja LINDIÄŒ,SLO,Koper (SLO),2013-06-29
10.67,16.0,Dany GONÃ‡ALVES,POR,Lisboa (POR),2010-05-29
10.67,13.0,Carl DICKINSON,GBR,Bedford (GBR),2010-05-30
10.67,16.0,Ivan DYMAR,BLR,Minsk (BLR),2010-06-04
10.67,11.0,Shun NAGASAWA,JPN,Marugame (JPN),2010-06-05
10.67,14.0,Aldaine RANKINE,JAM,Kingston (JAM),2010-06-05
10.67,2.0,Javier SANZ ALEMAN,ESP,Vitoria (ESP),2010-06-05
10.67,8.0,Jaroslaw KULESZA,POL,St. Laurent (CAN),2010-06-05
10.67,8.0,Adam PAWLOWSKI,POL,Warszawa (POL),2010-06-08
10.67,8.0,MiloÅ¡ SAVIÄ†,SRB,Sremska Mitrovica (SRB),2010-06-12
10.67,-3.0,Xiaoxu WANG,CHN,Hefei (CHN),2010-06-13
10.67,4.0,Everton CLARKE,JAM,Kingston (JAM),2012-03-29
10.67,16.0,Aaron RADDEN,USA,"Jacksonville, FL (USA)",2012-03-30
10.67,2.0,Nelson STONE,PNG,Brisbane (AUS),2012-03-30
10.67,19.0,Sabela SAMKELO,RSA,Germiston (RSA),2012-03-30
10.67,4.0,Larbi BOURRADA,ALG,"MÃ¶sle-Stadium, GÃ¶tzis (AUT)",2010-05-29
10.67,8.0,Jai'shawn THOMPSON,USA,"Mesa, AZ (USA)",2013-07-07
10.67,1.0,Jackson Cesar DA SILVA,BRA,Rio de Janeiro (BRA),2010-05-28
10.67,20.0,Flavien BILOUNGA NGONO,FRA,Dijon (FRA),2010-05-23
10.67,11.0,Docteur AWOURIDE,CHA,Elancourt (FRA),2013-06-26
10.67,18.0,Salum Ageze KASHAFALI,NOR,Lillehammer (NOR),2013-06-23
10.67,10.0,Fabian NETZLAFF,GER,Schweinfurt (GER),2013-06-22
10.67,11.0,Enrico CIOLI,ITA,Quarrata (ITA),2013-06-19
10.67,20.0,Hyun-woo LEE,KOR,Goseong (KOR),2013-06-19
10.67,8.0,Leonard STEED,USA,"Atlanta, GA (USA)",2010-05-14
10.67,6.0,Hakim MCCLELLAN,USA,"Atlanta, GA (USA)",2010-05-14
10.67,4.0,Matt KERSWILL,USA,"Yankton, SD (USA)",2010-05-15
10.67,16.0,Eusebio CÃCERES,ESP,Madrid (ESP),2010-05-15
10.67,-12.0,Fan JIANG,CHN,Kunshan (CHN),2010-05-15
10.67,10.0,Tyrone CARRIER,USA,"Orlando, FL (USA)",2010-05-16
10.67,18.0,Janosch HAAS,GER,Weinheim (GER),2010-05-22
10.67,18.0,Niko TAAVITSAINEN,FIN,Weinheim (GER),2010-05-22
10.67,14.0,Thomas MCDOUGALD,USA,"Marion, IN (USA)",2010-05-28
10.67,17.0,Jonathan Henrique DA SILVA,BRA,Piracicaba (BRA),2009-09-26
10.67,11.0,Xavier BENNETT,USA,"Lubbock, TX (USA)",2011-04-02
10.67,8.0,Mark HANSON,GBR,Ninove (BEL),2009-08-08
10.67,9.0,Damian CLOSE,USA,"Warrensburg, MO (USA)",2019-05-04
10.67,9.0,Ed'Treon WILCOX,USA,"Bowie, MD (USA)",2019-05-04
10.67,15.0,Benny JUNG,USA,"Platteville, WI (USA)",2019-05-04
10.67,15.0,Dwayne FORD,USA,"Platteville, WI (USA)",2019-05-04
10.67,7.0,Plas JOHNSON,USA,"Mesa, AZ (USA)",2019-05-04
10.67,2.0,Jan Michael GUTIERREZ,PUR,"Albany, NY (USA)",2019-05-05
10.67,0.0,Lawrence CRAWFORD,USA,"Fayetteville, AR (USA)",2019-05-10
10.67,16.0,Brian SZUTKOWSKI,USA,"Duluth, MN (USA)",2019-05-10
10.67,8.0,Jaan BAL,BEL,Herentals (BEL),2019-05-11
10.67,8.0,Dj CHISOLM,USA,"Columbia, SC (USA)",2019-05-11
10.67,4.0,Quincy SCOTT,USA,"Hillsdale, MI (USA)",2019-05-04
10.67,10.0,Marquavias CURETON,USA,"Mount Olive, NC (USA)",2019-05-12
10.67,13.0,Zhibin ZENG,CHN,Wuhu (CHN),2019-05-17
10.67,7.0,Stanislav JÃRA,CZE,Hradec KrÃ¡lovÃ© (CZE),2019-05-18
10.67,15.0,Keshaun BLACK,USA,"Greensboro, NC (USA)",2019-05-18
10.67,17.0,Yahiro MATSUBARA,JPN,"Prefectural Stadium, Kumamoto (JPN)",2019-05-18
10.67,10.0,Zion GORDON,USA,"Jeffco Stadium, Lakewood, CO (USA)",2019-05-18
10.67,17.0,Szymon SZACHNIEWICZ,POL,"Stadion Miejski, Jelenia GÃ³ra (POL)",2019-05-25
10.67,19.0,Jordan SOUFI,CAN,Winnipeg (CAN),2019-05-27
10.67,8.0,Colby JENNINGS,TKS,Kingston (JAM),2019-06-01
10.67,-1.0,Tre TUCKER,USA,"Jesse Owens Stadium, Columbus, OH (USA)",2019-06-01
10.67,10.0,Damian TRZASKA,POL,ÅomÅ¼a (POL),2019-06-05
10.67,-4.0,Ryouji URAI,JPN,Gifu (JPN),2019-05-12
10.67,20.0,Giedrius RUPEIKA,LTU,Utena (LTU),2019-06-07
10.67,-20.0,Demetrius LANIER,USA,"Worcester, MA (USA)",2019-05-03
10.67,-9.0,Miguel MOLAS,USA,Air Force Academy (USA),2019-05-03
10.67,12.0,Xandre BLAKE,JAM,Kingston (JAM),2019-02-02
10.67,1.0,Yoan MEDINA,CUB,CamagÃ¼ey (CUB),2019-02-22
10.67,8.0,Julian FORDE,BAR,St. Michael (BAR),2019-02-23
10.67,19.0,Dion COLLIER,USA,"Turlock, CA (USA)",2019-03-02
10.67,9.0,Noelex HOLDER,GUY,Georgetown (GUY),2019-03-09
10.67,15.0,William MABENA,RSA,Pretoria (RSA),2019-03-16
10.67,17.0,Carlous BARTEE,USA,"Savannah, GA (USA)",2019-03-27
10.67,15.0,Collin FULLEN,USA,"Austin, TX (USA)",2019-03-30
10.67,1.0,Ian KERR,BAH,"Canyon, TX (USA)",2019-04-05
10.67,14.0,Saadiq JENNINGS,USA,"Fullerton, CA (USA)",2019-05-03
10.67,15.0,Shaquoy STEPHENS,IVB,"Tempe, AZ (USA)",2019-04-06
10.67,2.0,Cameron CRUMP,USA,"Tuscaloosa, AL (USA)",2019-04-12
10.67,12.0,Carlos WILSON,USA,"Columbia, SC (USA)",2019-04-13
10.67,0.0,Carl Lewis AWANGE,KEN,Iten (KEN),2019-04-13
10.67,14.0,Nick MOORE,USA,"Torrance, CA (USA)",2019-04-19
10.67,12.0,Jaber Hilal AL MAMARI,QAT,Doha (QAT),2019-04-22
10.67,6.0,Trayvion WHITE-AUSTIN,USA,"Desert Vista High School, Phoenix, AZ (USA)",2019-04-24
10.67,2.0,Lebogang MOENG,RSA,Germiston (RSA),2019-04-25
10.67,3.0,Kenny BENTON,USA,"Montreat, NC (USA)",2019-04-26
10.67,5.0,Odail TODD,JAM,"Greenville, IL (USA)",2019-04-26
10.67,9.0,De'Shawn BALLARD,USA,"Charlottesville, VA (USA)",2019-04-27
10.67,-2.0,Hang DONG,CHN,Zhaoqing (CHN),2019-04-07
10.67,10.0,Samuel ROWE,JAM,Kingston (JAM),2019-06-08
10.67,11.0,Dominik SMOSARSKI,POL,Gdansk (POL),2019-06-08
10.67,-3.0,Dontae MANNING,USA,"Albuquerque, NM (USA)",2019-06-08
10.67,4.0,Ngan NGOC NGHIA,VIE,"Khalifa International Stadium, Doha (QAT)",2019-09-27
10.67,15.0,Alexander SALAZAR,PAN,Las Condes (CHI),2019-10-04
10.67,0.0,Ren OCHIAI,JPN,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",2019-10-05
10.67,11.0,Robson LINS,BRA,Porto Alegre (BRA),2019-10-18
10.67,-1.0,Kiyotoshi ITO,JPN,"Honjo Athletic Stadium, Kitakyushu (JPN)",2019-10-27
10.67,7.0,Kosuke KAWATA,JPN,"Prefectural Shizuoka Stadium, Fukuroi (JPN)",2019-11-04
10.67,4.0,Alessandro BERDINI,ITA,Pescara (ITA),2010-06-18
10.67,10.0,MichaÅ‚ BRZUCHALA,POL,Warszawa (POL),2010-06-19
10.67,6.0,Jean-Carlos HERNANDEZ,VEN,Ciudad Real (ESP),2010-06-19
10.67,7.0,Kohfe MILLER,BAH,Nassau (BAH),2010-06-25
10.67,-8.0,Jason JOSEPH,SUI,"Stadion SchÃ¼tzenmatte, Basel (SUI)",2019-08-23
10.67,0.0,Eiman ROGHANI,IRI,Budapest (HUN),2010-06-26
10.67,12.0,Florian RENTZ,GER,Ingolstadt (GER),2010-07-03
10.67,6.0,Felix ROUSSEL,FRA,La Chaux-de-Fonds (SUI),2010-07-04
10.67,4.0,Mahmoud Hafiz IBRAHIM,KSA,Beirut (LBN),2010-07-31
10.67,4.0,Broderick SNODDY,USA,"Sacramento, CA (USA)",2010-08-01
10.67,8.0,Yang SHI,CHN,Jinan (CHN),2010-08-05
10.67,16.0,Lukasz NABIALEK,POL,SÅ‚upsk (POL),2010-09-25
10.67,3.0,Farouq ISHIMOTO,JPN,Chiba (JPN),2010-10-01
10.67,3.0,Keisuke HONMA,JPN,Chiba (JPN),2010-10-01
10.67,-1.0,Yeong-hwan PARK,KOR,Jeonju (KOR),2010-10-08
10.67,14.0,TomÃ¡Å¡ VESZELKA,SVK,KoÅ¡ice (SVK),2019-08-17
10.67,19.0,Osuke SUZUKI,JPN,Okinawa (JPN),2019-08-05
10.67,19.0,Yuki AKIYAMA,JPN,Okinawa (JPN),2019-08-05
10.67,-3.0,Johnnie BLOCKBURGER,USA,"Albuquerque, NM (USA)",2019-06-08
10.67,12.0,Lucas ANDRADA,USA,"Albuquerque, NM (USA)",2019-06-08
10.67,8.0,Shaquille HAVERKAMP,NED,"Blankers-Koen Stadion, Hengelo (NED)",2019-06-09
10.67,13.0,Carl Magnus SEELIGER,GER,Leverkusen (GER),2019-06-21
10.67,12.0,Ren IZUTSU,JPN,Kyoto (JPN),2019-06-21
10.67,19.0,Taichi SHONO,JPN,Kyoto (JPN),2019-06-21
10.67,10.0,Desmond ROGO,SWE,GÃ¶teborg (SWE),2019-06-29
10.67,9.0,Camille SNYDERS,BEL,LiÃ¨ge (BEL),2019-06-30
10.67,0.0,Stephan CHARLES,LCA,Queretaro (MEX),2019-07-05
10.67,13.0,AurÃ©lien LARUE,FRA,Angers (FRA),2019-07-05
10.67,19.0,Rui CORVELO,POR,Vagos (POR),2019-07-06
10.67,13.0,Hiroki SETA,JPN,Tendo (JPN),2019-07-06
10.67,-3.0,Freider FORNASARI,ITA,Imola (ITA),2019-07-09
10.67,12.0,Ibrahim AYORINDE,CAN,Toronto (CAN),2019-07-13
10.67,-15.0,Alexander SCHMIDT,GER,Augsburg (GER),2019-07-13
10.67,-7.0,Yusuke TANAKA,JPN,Chiba (JPN),2019-07-13
10.67,9.0,Jaden JOHNSON,USA,"Herman E. Clark Stadium, Fort Worth, TX (USA)",2019-07-13
10.67,10.0,Marc Louis VEKEMANS,ESP,Barcelona (ESP),2019-07-14
10.67,13.0,Eddie SCOTT,USA,"Jacksonville, FL (USA)",2019-07-20
10.67,13.0,Dor KOLLWITZ,ISR,Tel Aviv (ISR),2019-07-24
10.67,13.0,Yahaya MALIYAMUNGU,UGA,"Mandela National Stadium, Kampala (UGA)",2019-07-26
10.67,15.0,Muhammad Fakhrul ABDUL AZIZ,MAS,Kuala Lumpur (MAS),2019-08-03
10.67,-9.0,Clinton Kingsley BAUTISTA,PHI,Lingayen (PHI),2019-08-04
10.67,9.0,Hemant KIRULKAR MARUTI,IND,Ranchi (IND),2011-02-17
10.67,-2.0,Tshegofatso MESHOE,RSA,Pretoria (RSA),2011-02-25
10.67,8.0,Leon HUNT,ISV,"Tallahassee, FL (USA)",2011-03-12
10.67,20.0,Jake RACHIELE,USA,MayagÃ¼ez (PUR),2011-03-19
10.67,16.0,Dominique BANKS,USA,"Arkansas City, KS (USA)",2009-05-08
10.67,-4.0,Tazz PETTY,USA,"Chapel Hill, NC (USA)",2009-05-08
10.67,2.0,Salem Mubarak AL YAMI,KSA,Riyadh (KSA),2009-05-06
10.67,20.0,Yannick LESOURD,FRA,Tremblay-en-France (FRA),2009-05-03
10.67,3.0,Terrel COTTON,USA,"Oxford, MS (USA)",2009-05-02
10.67,20.0,Jun-hwa LEE,KOR,Andong (KOR),2009-04-21
10.67,20.0,Corey JAMESON,USA,"Radford, VA (USA)",2009-04-17
10.67,18.0,Yuri RATOMSKI,USA,"Chapel Hill, NC (USA)",2009-04-11
10.67,9.0,Ronnie VAUGHN,USA,"Oxford, MS (USA)",2009-04-11
10.67,19.0,Sheng ZHANG,CHN,Zhaoqing (CHN),2009-04-10
10.67,0.0,Michael MATHIEU,BAH,"Baton Rouge, LA (USA)",2009-03-27
10.67,1.0,Mychael STEWART,USA,"Palo Alto, CA (USA)",2009-03-27
10.67,0.0,Chris MUSGRAVE,AUS,Brisbane (AUS),2011-11-19
10.67,18.0,Eid Abdulla AL KUWARI,QAT,Manama (BRN),2011-10-17
10.67,13.0,Kazuma NAKAI,JPN,Yamaguchi (JPN),2011-10-08
10.67,6.0,Yo-han LEE,KOR,Goyang (KOR),2011-10-08
10.67,5.0,Jimmy MELFORT,FRA,Bellinzona (SUI),2011-09-15
10.67,1.0,Bharmappa NAGARAJ,IND,Kolkata (IND),2011-09-10
10.67,9.0,Jason HUSSAIN,GBR,Crawley (GBR),2011-08-27
10.67,-7.0,Cassius MCDOWELL,USA,"Coral Springs, FL (USA)",2009-04-03
10.67,15.0,Ibrahim Abdullah AL WALEED,QAT,Riyadh (KSA),2009-05-11
10.67,3.0,John STRANG,USA,"Logan, UT (USA)",2009-05-13
10.67,-2.0,Stefano DACASTELLO,ITA,Mondovi (ITA),2009-05-13
10.67,3.0,Robin EREWA,GER,Rhede (GER),2009-08-07
10.67,10.0,UroÅ¡ JOVANOVIÄŒ,SLO,Maribor (SLO),2009-08-01
10.67,12.0,Charles BOULY,FRA,Evry-Bondoufle (FRA),2009-07-10
10.67,11.0,Idrissa M'BARKE,FRA,Sotteville-lÃ¨s-Rouen (FRA),2009-07-05
10.67,1.0,Rodney GREENE,BAH,La Habana (CUB),2009-07-03
10.67,16.0,Jun-Woo LEE,KOR,Goseong (KOR),2009-07-01
10.67,11.0,Daniel ORTEGA PELOSI,BRA,SÃ£o Paulo (BRA),2009-06-28
10.67,12.0,Rick BEARDSELL,GBR,Nivelles (BEL),2009-06-27
10.67,18.0,GÃ¡bor OLÃH,HUN,Budapest (HUN),2009-06-20
10.67,9.0,Rawle GREENE,GUY,Port-of-Spain (TTO),2009-06-19
10.67,18.0,Mathieu GOMEZ,FRA,Maubeuge (FRA),2009-06-14
10.67,18.0,Akihiro SASAKA,JPN,Tottori (JPN),2009-06-07
10.67,12.0,Martin KRABBE,DEN,GenÃ¨ve (SUI),2009-06-06
10.67,15.0,Roscoe LEE,USA,"Austin, TX (USA)",2009-06-05
10.67,15.0,DeAnthony THOMAS,USA,"Clovis, CA (USA)",2009-06-05
10.67,18.0,Franklin TROYVIER,USA,"Bloomington, IN (USA)",2009-06-05
10.67,13.0,Chris NOFFKE,AUS,Gold Coast (AUS),2009-05-30
10.67,-8.0,Torrance HUNT,USA,"Greensboro, NC (USA)",2009-05-23
10.67,14.0,Moussa SISSOKO,MLI,Tergnier (FRA),2009-05-21
10.67,5.0,Michael ROBERTSON,CAN,Ottawa (CAN),2009-05-16
10.67,13.0,Christopher MCSWAIN,USA,"Eugene, OR (USA)",2009-05-16
10.67,19.0,Alexander BRORSSON,SWE,Vellinge (SWE),2011-08-26
10.67,2.0,Matteo GALVAN,ITA,Gorizia (ITA),2009-09-02
10.67,-5.0,Yoel Armando TAPIA,DOM,BogotÃ¡ (COL),2011-08-13
10.67,11.0,Andrew NATHAN,CAN,Kamloops (CAN),2011-08-06
10.67,7.0,O.J. STONEHAM,USA,"Fort Collins, CO (USA)",2011-05-13
10.67,15.0,Bassim EL-SABAWI,USA,"Jacksonville, FL (USA)",2011-05-13
10.67,-1.0,Terence ABRAM,USA,"Tucson, AZ (USA)",2011-05-13
10.67,18.0,Wiktor WALCZAK,POL,Koszalin (POL),2011-05-07
10.67,18.0,Tal MOR,ISR,"Los Angeles, CA (USA)",2011-05-07
10.67,11.0,Bronson GAUTHIER,USA,"Tallahassee, FL (USA)",2011-05-07
10.67,-12.0,Anthony BROWN,USA,"Winter Park, FL (USA)",2011-05-06
10.67,5.0,Justin HICKS,USA,"Lewisburg, PA (USA)",2011-05-06
10.67,-2.0,David REID,USA,"Irvine, CA (USA)",2011-05-13
10.67,-8.0,Deangelo WALLER,USA,"Ruston, LA (USA)",2011-04-02
10.67,20.0,Se-jung PARK,KOR,Goseong (KOR),2013-06-19
10.67,12.0,Azeez SHOGBUYI,USA,"Starkville, MS (USA)",2011-03-26
10.67,13.0,Raymond JACKSON,USA,"Memphis, TN (USA)",2011-04-30
10.67,13.0,Untayous BENSON,USA,"Albany, NY (USA)",2011-05-14
10.67,20.0,Emil ZAIL,SWE,Sundsvall (SWE),2011-07-31
10.67,7.0,Leon REID,GBR,Trabzon (TUR),2011-07-26
10.67,13.0,Egidijus DILYS,LTU,Kaunas (LTU),2011-07-23
10.67,0.0,Malkhaz ALAKHVERDOV,RUS,Cheboksary (RUS),2011-07-22
10.67,-4.0,Javier PLANAS,ESP,AndÃºjar (ESP),2011-07-02
10.67,11.0,Solomon BOCKARIE,SLE,Zwolle (NED),2011-06-26
10.67,15.0,Yuri MELNIKOV,BLR,Minsk (BLR),2011-06-22
10.67,3.0,Janosch HAAS,GER,Oberkirch (GER),2011-06-18
10.67,11.0,Nicholas BOYLETT,AUS,Gold Coast (AUS),2011-06-18
10.67,3.0,Alex DA CANAL,ITA,Bressanone (ITA),2011-06-17
10.67,20.0,Donarth THOMPSON,USA,"Greensboro, NC (USA)",2011-06-16
10.67,9.0,Vyacheslav PAKHOMOV,RUS,Besancon (FRA),2011-06-14
10.67,10.0,Artur SZCZÄ˜ÅšNIAK,POL,KrakÃ³w (POL),2011-06-12
10.67,11.0,Stefan SCHWAB,GER,Zeven (GER),2011-06-11
10.67,9.0,Tatsuya FUKUDA,JPN,Kumagaya (JPN),2011-06-11
10.67,-2.0,Daniel GARDINER,GBR,Bedford (GBR),2011-06-04
10.67,-13.0,Ihor MELNIK,UKR,Yalta (UKR),2011-05-30
10.67,13.0,Moritz RIEKERT,GER,Weinheim (GER),2011-05-28
10.67,15.0,Andreas BAUMANN,SUI,GenÃ¨ve (SUI),2011-05-28
10.67,-11.0,Vyacheslav KOLESNICHENKO,RUS,Sochi (RUS),2011-05-24
10.67,4.0,Chengwei ZHAO,CHN,Jiaxing (CHN),2011-05-21
10.67,12.0,Luca ZAZZERA,ITA,Gavardo (ITA),2011-05-21
10.67,14.0,Christian DICKS,GER,Mannheim (GER),2011-08-13
10.67,-2.0,Yevgeniy KHARIN,RUS,Kazan (RUS),2013-06-14
10.67,16.0,Broderick REEVES,USA,"Humble, TX (USA)",2013-04-29
10.67,18.0,Fredy Eduardo QUINTERO CEVALLOS,ECU,Zaragoza (ESP),2013-06-08
10.67,0.0,Julien MAJEUR,FRA,Baie Mahault (FRA),2018-01-27
10.67,-13.0,Tom GAMBLE,AUS,Brisbane (AUS),2018-02-02
10.67,6.0,Carlos J. CHIRINO,CUB,La Habana (CUB),2016-03-17
10.67,11.0,Fabian GRIFFITH,USA,"Redlands, CA (USA)",2016-03-18
10.67,17.0,Lamontri JOHNSON-JESSIE,USA,"Dallas, TX (USA)",2016-03-18
10.67,-3.0,Mohd Izuddin YAHAYA,MAS,Ipoh (MAS),2016-03-19
10.67,18.0,Fred ROSE,USA,"Arlington, TX (USA)",2016-03-26
10.67,9.0,Kevin WINTERS,USA,"Fayetteville, AR (USA)",2016-03-26
10.67,18.0,Marcus FLANNIGAN,USA,"San Diego, CA (USA)",2016-03-26
10.67,-2.0,Jhon VALENCIA,ECU,Cuenca (ECU),2016-03-26
10.67,8.0,Jonathan GRANT,GBR,"Atlanta, GA (USA)",2016-03-26
10.67,16.0,Thabelo MAIWASHE,RSA,Germiston (RSA),2016-03-31
10.67,8.0,Javelin GUIDRY,USA,"Austin, TX (USA)",2016-04-02
10.67,-2.0,Jean Daniel LOZEREAU,MRI,RÃ©duit (MRI),2016-04-03
10.67,-2.0,Ray MILLER,USA,"Mesa, AZ (USA)",2016-04-08
10.67,12.0,Dontavius WRIGHT,USA,"Montevallo, AL (USA)",2016-04-08
10.67,11.0,Deondre WILTSHIRE,USA,"San Angelo, TX (USA)",2016-04-09
10.67,11.0,Kevin HALLMON,USA,"Bowling Green, KY (USA)",2016-04-09
10.67,17.0,Tatum BENARD-TAYLOR,USA,"Eugene, OR (USA)",2016-04-16
10.67,15.0,Darryl BROWN,USA,"Austin, TX (USA)",2016-04-16
10.67,2.0,Resida RESINGI,SUR,Remire-Montjoly (FRA),2016-04-16
10.67,15.0,Marcus SITKO,USA,"Pittsburgh, PA (USA)",2016-04-16
10.67,20.0,Ivory WILLIAMS,USA,"Lawrence, KS (USA)",2016-04-22
10.67,6.0,Demetrius LANIER,USA,"Charlottesville, VA (USA)",2016-04-22
10.67,17.0,Johan WISSMAN,SWE,"Clermont, FL (USA)",2016-04-30
10.67,19.0,Calvin BOROWSKI,AUS,Perth (AUS),2015-02-27
