Mark,WIND,Competitor,Nat,Venue,Date
12.17,7.0,Mai OKAZAKI,JPN,Niigata (JPN),2010-09-26
12.17,2.0,Shannon RAY,USA,"New Orleans, LA (USA)",2011-08-03
12.17,18.0,Hanna WISS,FIN,Kristiinankaupunki (FIN),2011-07-30
12.17,-7.0,Ebe REIER,EST,Tallinn (EST),2011-07-29
12.17,15.0,Fatima SOUNTOURA,FRA,CompiÃ©gne (FRA),2011-07-23
12.17,20.0,Nikoleta NIKOLETTOU,GRE,Rethymno (GRE),2011-07-13
12.17,-28.0,Acura CARTER,USA,"Hoschton, GA (USA)",2011-07-07
12.17,14.0,Abigail BISHELL,GBR,Gateshead (GBR),2011-07-02
12.17,-3.0,Gregria HIGGS,BAH,Freeport (BAH),2011-06-24
12.17,10.0,Laura ROBSON,GBR,Manchester (GBR),2011-06-18
12.17,11.0,Axelle DAUWENS,BEL,Bruxelles (BEL),2010-08-08
12.17,0.0,Patricia URQUÃA,ESP,Santa Coloma de Gramenet (ESP),2020-08-19
12.17,13.0,Fiona MORRISON,NZL,"Nga Puna Wai Sports Hub, Christchurch (NZL)",2020-03-06
12.17,1.0,Weronika NAGIÄ˜Ä†,POL,"Stadion AWF, KrakÃ³w (POL)",2020-08-23
12.17,19.0,Elise LEGZDINS,SWE,"Campus Valla, LinkÃ¶ping (SWE)",2020-08-22
12.17,-1.0,Getmanee JANYAMITREE,THA,Bangkok (THA),2020-12-10
12.17,-2.0,Sarasa TANAKA,JPN,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",2020-10-04
12.17,10.0,Anaelle LAINE,FRA,"Parc des Sports Bernard Amsalem, Val-de-Reuil (FRA)",2020-10-03
12.17,16.0,Mako KUBOTA,JPN,"Kusanagi Athletic Stadium, Shizuoka (JPN)",2020-09-26
12.17,8.0,Anamarija MARIÄ†,CRO,"Sports Park Mladost, Zagreb (CRO)",2020-09-15
12.17,9.0,Angeline BLACKBURN,AUS,"AIS Athletics Track, Canberra (AUS)",2020-11-22
12.17,18.0,Misuzu TSUKUDA,JPN,"Denka Big Swan Stadium, Niigata (JPN)",2020-09-12
12.17,8.0,Yelena NIKITINA,RUS,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",2020-09-08
12.17,8.0,Mari Gilde BRUBAK,NOR,"Trondheim Stadion, Trondheim (NOR)",2020-09-05
12.17,11.0,Mami NAKATA,JPN,"Nagai Stadium No. 2, Osaka (JPN)",2020-08-30
12.17,12.0,Raimu MAYUZUMI,JPN,"Nakadai Sports Park Stadium, Narita (JPN)",2020-09-12
12.17,20.0,Saskia LINDNER,GER,"StÃ¤dtische Sportanlage, Gelnhausen (GER)",2020-08-23
12.18,4.0,Anastasiya SOKOLOVA,RUS,Trabzon (TUR),2011-07-26
12.18,20.0,Ellena RUDDOCK,GBR,Birmingham (GBR),2011-07-29
12.18,10.0,Alisha KEYS,USA,"Wichita, KS (USA)",2011-07-29
12.18,20.0,Whitney ROWE,CAN,Kamloops (CAN),2011-08-06
12.18,9.0,Patrycja WYCISZKIEWICZ,POL,Kolin (CZE),2011-08-24
12.18,9.0,Da-jung KIM,KOR,Goyang (KOR),2011-10-08
12.18,8.0,Renee ROBSON,AUS,Sydney (AUS),2011-12-10
12.18,8.0,Kelsey BOLDEN,USA,"Los Angeles, CA (USA)",2010-03-20
12.18,-14.0,Justin DELECLUSE,FRA,Dreux (FRA),2011-07-15
12.18,5.0,Toni-Ann MOORE,JAM,Kingston (JAM),2010-03-26
12.18,4.0,Farydah INOUSSA,SWE,Espoo (FIN),2011-09-10
12.18,20.0,Ekaterini KARATZA,GRE,Rethymno (GRE),2011-07-13
12.18,-18.0,Fatima MAKAKALA,SWE,GÃ¶teborg (SWE),2011-07-09
12.18,0.0,Anne Skudal DOLVIK,NOR,LillestrÃ¸m (NOR),2011-07-04
12.18,-5.0,Andrea FELISBERTO,POR,Lisboa (POR),2011-06-26
12.18,9.0,Estefania HERNÃNDEZ,ESP,Los Realejos (ESP),2011-06-18
12.18,20.0,De'Ona STAFFORD,USA,"Denton, TX (USA)",2010-04-10
12.18,0.0,Emma FREER,AUS,Adelaide (AUS),2010-02-14
12.18,-14.0,Alexis HARRIS,USA,"Greensboro, NC (USA)",2011-06-16
12.18,9.0,Bryanna WILLIAMS,USA,"Old Bridge, NJ (USA)",2011-06-09
12.18,4.0,Rachel JOHNS,USA,"Albuquerque, NM (USA)",2011-06-04
12.18,15.0,Shakia WILLIAMS,USA,"Richmond, VA (USA)",2011-06-04
12.18,5.0,Rochelle VAN GULIK,NED,Alphen aan den Rijn (NED),2011-07-09
12.18,3.0,Elzette BUYS,RSA,Germiston (RSA),2010-04-10
12.18,6.0,Shamaigun VAN BUREN,USA,"Arlington, TX (USA)",2010-05-15
12.18,-9.0,Federica GIANNOTTI,ITA,Modena (ITA),2010-04-25
12.18,2.0,Chloe MERIEL,FRA,Val-de-Reuil (FRA),2010-06-26
12.18,20.0,Filipa MARTINS,POR,Lisboa (POR),2010-06-26
12.18,17.0,Sharon KILDUFF,IRL,Tullamore (IRL),2010-06-27
12.18,4.0,Ewa ZAREBSKA,POL,Bielsko-Biala (POL),2010-07-08
12.18,15.0,Veronica CACCIA,ITA,Donnas (ITA),2010-07-10
12.18,7.0,Evelina NILSSON,SWE,GÃ¤vle (SWE),2010-07-17
12.18,18.0,Anastasiya SOPRUNOVA,KAZ,Shimkent (KAZ),2010-07-21
12.18,15.0,Louise WOOD,GBR,Eton (GBR),2010-07-31
12.18,14.0,Eya LAKHAL,TUN,RadÃ©s (TUN),2010-08-07
12.18,1.0,Rebecca ANSUMANA,SLE,New Delhi (IND),2010-10-06
12.18,8.0,Diana CERQUEIRA,POR,GuimarÃ£es (POR),2010-06-19
12.18,13.0,CÃ©line VEILLARD,FRA,St-Renan (FRA),2010-06-19
12.18,-2.0,Anastasia GHERTEVA,MDA,Beograd (SRB),2010-06-19
12.18,13.0,Johanna BAI,FRA,Lomme (FRA),2010-06-13
12.18,13.0,Serita SOLOMON,GBR,London (GBR),2010-06-12
12.18,15.0,Erika KÅMÃVES,HUN,Budapest (HUN),2010-06-12
12.18,-15.0,Sarah ADAMS,GBR,Birmingham (GBR),2010-06-05
12.18,20.0,Eva LUBBERS,NED,"Blankers-Koen Stadion, Hengelo (NED)",2010-05-30
12.18,17.0,Elexis FAIRLEY,USA,"Charleston, IL (USA)",2010-05-22
12.18,-2.0,Stephanie DURST,USA,Fortaleza (BRA),2010-05-16
12.18,14.0,Eileen GEHRING,USA,"La Crosse, WI (USA)",2011-06-03
12.18,13.0,Delkira MAYBIN,USA,"Orlando, FL (USA)",2010-05-15
12.18,-5.0,Chioma OMEOGA,USA,"Bloomington, IN (USA)",2010-05-15
12.18,20.0,Ioni CHRISTIAN,USA,"Athens, GA (USA)",2010-05-08
12.18,1.0,Natoree MCMILLAN,USA,"Winter Park, FL (USA)",2010-05-07
12.18,-18.0,Meijuan LI,CHN,Shijiazhuang (CHN),2010-04-16
12.18,10.0,Gretchen WALTER,USA,"Columbus, OH (USA)",2011-06-03
12.18,18.0,Laura ARTEIL,FRA,Albi (FRA),2011-06-18
12.18,16.0,Breanna TAYLOR,USA,"Richmond, VA (USA)",2011-06-03
12.18,11.0,Skyler FRANKLIN,USA,"Satellite High School, Satellite Beach, FL (USA)",2020-08-08
12.18,1.0,Cynteria JAMES,USA,"Satellite High School, Satellite Beach, FL (USA)",2020-08-08
12.18,7.0,Katharina HABERDITZ,AUT,"Innsbruck USI, Innsbruck (AUT)",2020-08-08
12.18,14.0,Mebae MIMURA,JPN,"Try Stadium, Osaka (JPN)",2020-08-15
12.18,7.0,Charlize BOYKIN,GER,"StÃ¤dtische Sportanlage, Gelnhausen (GER)",2020-08-22
12.18,2.0,Michelle JANIAK,GER,"Sportplatz am Schulzentrum, Sarstedt (GER)",2020-08-23
12.18,16.0,Dimitra KYRIAKIDOU,CYP,"Strovolos, GPS Stadium, Nicosia (CYP)",2020-08-06
12.18,1.0,Marta SZULC,POL,"Stadion OSiR, Wloclawek (POL)",2020-08-28
12.18,-6.0,Torema THOMPSON,GBR,"Sportcity Regional Arena, Manchester (GBR)",2020-09-04
12.18,10.0,Natalya KOMBAROVA,RUS,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",2020-09-08
12.18,0.0,Vanessza NAGY,HUN,"Lantos MihÃ¡ly SportkÃ¶zpont, Budapest (HUN)",2020-09-12
12.18,12.0,Oliwia GUT,POL,"Stadion 650-lecia, SÅ‚upsk (POL)",2020-09-26
12.18,0.0,Caitlyn FERRIER,AUS,"Blacktown Athletics Track, Sydney (AUS)",2020-10-17
12.18,1.0,Ryoka TSUCHIDA,JPN,"Edion Stadium, Hiroshima (JPN)",2020-10-24
12.18,-27.0,Marina MAKSIMOVA,RUS,"Stadium Desna, Bryansk (RUS)",2020-08-29
12.18,12.0,Maria HERNANDEZ,ESP,CastellÃ³n (ESP),2020-10-31
12.18,19.0,Blanca PEÃ‘UELAS,ESP,Valencia (ESP),2020-08-01
12.18,-5.0,Taru VÃ„ISÃ„NEN,FIN,"Sarkkiranta, Kempele (FIN)",2020-07-19
12.18,-17.0,Melissa WILLIAMS,JAM,Kingston (JAM),2011-02-12
12.18,-10.0,Lacy CASSIDY,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",2020-02-01
12.18,-2.0,Machaeda LINTON,JAM,"National Stadium, Kingston (JAM)",2020-02-08
12.18,7.0,Gizel CLAYTON,JAM,"GC Foster College, Spanish Town (JAM)",2020-02-18
12.18,-6.0,Denae MCFARLANE,JAM,"GC Foster College, Spanish Town (JAM)",2020-02-18
12.18,14.0,Merlin PALACIOS,COL,BogotÃ¡ (COL),2010-06-25
12.18,4.0,Grace SMITH,USA,"Life College, Marietta, GA (USA)",2020-07-25
12.18,6.0,Jasvir KANG,AUS,"WA Sports Centre, Perth (AUS)",2020-03-07
12.18,13.0,Tiane LOTTER,RSA,"UJ Soweto Campus, Johannesburg (RSA)",2020-03-14
12.18,-8.0,Daniela LEDECKÃ,SVK,Skalica (SVK),2020-06-28
12.18,7.0,Akari YOSHIDA,JPN,"Athletic Stadium, Tottori (JPN)",2020-07-04
12.18,15.0,Saana LAAKSONLAITA,SUI,"Stade Bouleyres, Bulle (SUI)",2020-07-11
12.18,15.0,Manon BERCLAZ,SUI,"Stade Bouleyres, Bulle (SUI)",2020-07-11
12.18,-2.0,Aliyah NJOCK,GER,"Waldstadion, Haldensleben (GER)",2020-07-11
12.18,17.0,Deonca BOOKMAN,USA,"Herman E. Clark Stadium, Fort Worth, TX (USA)",2020-03-07
12.18,16.0,Quanesha WALLACE,USA,"Richmond, VA (USA)",2011-06-03
12.18,0.0,Funmilola OGUNDANA,NGR,Calabar (NGR),2010-06-25
12.18,12.0,Mariandre CHACÃ“N,GUA,"Estadio Nacional - La Sabana, San JosÃ© (CRC)",2020-12-28
12.18,-2.0,Lakaevia TYLER,USA,"Charlotte, NC (USA)",2011-03-18
12.18,-4.0,Pavielle Tiki JAMES,USA,"Orlando, FL (USA)",2011-03-26
12.18,19.0,Samantha HORTON,USA,"Macomb, IL (USA)",2011-04-09
12.18,16.0,Sakya BOLTON,USA,"Sacramento, CA (USA)",2011-04-09
12.18,-1.0,Ashura JENKINS,USA,"Wheaton, IL (USA)",2011-04-13
12.18,-13.0,Danielle WILLIAMS,USA,"Durham, NC (USA)",2011-04-22
12.18,9.0,Monique FAIR,USA,"Fort Collins, CO (USA)",2011-04-23
12.18,12.0,Targie GERVAIS,USA,"Fitchburg, MA (USA)",2011-04-30
12.18,10.0,Shirley ARAGON,COL,MedellÃ­n (COL),2011-04-30
12.18,13.0,Kristen LEE,USA,"Fresno, CA (USA)",2011-04-30
12.18,18.0,Britney FOREMAN,USA,"Baltimore, MD (USA)",2011-05-08
12.18,4.0,Alisha ANTHONY,USA,"Indianapolis, IN (USA)",2011-05-08
12.18,19.0,Myavia ARMSTRONG,USA,"Austin, TX (USA)",2011-05-13
12.18,-15.0,Martina MARINIELLO,ITA,Napoli (ITA),2011-05-14
12.18,-15.0,Mariaelisa SANNINO,ITA,Napoli (ITA),2011-05-14
12.18,9.0,Anke HUMMEL,GER,Rechberghausen (GER),2011-05-21
12.18,-7.0,Morgan KELAHER,AUS,"SOPAC, Sydney (AUS)",2020-12-05
12.19,18.0,Rhonda LEE,USA,"Dekalb, IL (USA)",2011-04-23
12.19,10.0,Vanneisha IVY,USA,"Winston Salem, NC (USA)",2011-03-19
12.19,9.0,Lucy FORTUNE,GRN,Montego Bay (JAM),2011-04-23
12.19,14.0,Kierra ALLEN,USA,"Columbus, OH (USA)",2011-04-24
12.19,13.0,Latrisha JORDAN,USA,"Fresno, CA (USA)",2011-04-30
12.19,3.0,Alesha WALKER,USA,"Irvine, CA (USA)",2011-05-01
12.19,19.0,Victoria RIMPSEY,USA,"Gulf Shores, AL (USA)",2011-05-06
12.19,8.0,Ho Yee CHAN,HKG,Hong Kong (HKG),2011-05-08
12.19,17.0,Chelsea FENDERSON,USA,"Golden, CO (USA)",2011-05-09
12.19,19.0,Baylee HEARNS,USA,"Honolulu, HI (USA)",2011-05-12
12.19,14.0,Maya BAXTER,USA,"Charlotte, NC (USA)",2011-04-23
12.19,20.0,Allie CHURCH,USA,"Eugene, OR (USA)",2011-05-20
12.19,16.0,Leslie ESCO,USA,"Charleston, IL (USA)",2011-05-21
12.19,-5.0,Victoria HUMPHREY,USA,"Berkeley, CA (USA)",2011-04-22
12.19,-13.0,Michaylin GOLLADAY,USA,"Durham, NC (USA)",2011-04-22
12.19,12.0,Eleanor BALL,GBR,Walton (GBR),2011-04-17
12.19,9.0,Marvellous IHEAKUMERE,USA,"Storrs, CT (USA)",2011-04-09
12.19,5.0,Kelsey BOLDEN,USA,"Irvine, CA (USA)",2011-04-08
12.19,12.0,Nia STEWART,USA,"Ruston, LA (USA)",2011-04-02
12.19,15.0,Kwajelin HOLSENDOLPH,USA,"Orlando, FL (USA)",2011-03-26
12.19,10.0,Sierra WILLIAMS,USA,"Lakewood, PA (USA)",2011-05-21
12.19,8.0,Ebonie CURRY,USA,"Murray, KY (USA)",2011-05-06
12.19,20.0,Ha-young CHOI,KOR,Youngju (KOR),2011-05-28
12.19,15.0,Melisa VALENCIA,COL,MayagÃ¼ez (PUR),2010-03-27
12.19,15.0,Tiphaine MAUCHANT,FRA,"Parc DÃ©partemental de Parilly, VÃ©nissieux (FRA)",2020-07-15
12.19,13.0,Nora LINDAHL,SWE,"Kristianstad IP, Kristianstad (SWE)",2020-07-12
12.19,3.0,Valeria SIMONELLI,ITA,"Guidobaldi, Rieti (ITA)",2020-07-11
12.19,19.0,Anouk LEDERMANN,SUI,"Stade Bouleyres, Bulle (SUI)",2020-07-11
12.19,19.0,Emma VAN CAMP,SUI,"Centre sportif PrÃ©s Domont, Alle (SUI)",2020-07-04
12.19,-5.0,Tereza Elena Å ÃNOVÃ,CZE,"AtletickÃ½ stadion Slavia Praha, Praha (CZE)",2020-06-26
12.19,-5.0,Ji-yeon YOO,KOR,Jeongseon (KOR),2020-06-25
12.19,14.0,Osheen ERSKINE,JAM,Kingston (JAM),2010-03-26
12.19,8.0,Kayla MURRAY,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",2020-03-14
12.19,10.0,Marlene VAN DER LINDE,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",2020-03-07
12.19,10.0,Heike VAN ROOYEN,RSA,"Bestmed Tuks Stadium, Pretoria (RSA)",2020-03-07
12.19,8.0,Monicah SAFANIA,KEN,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",2020-03-05
12.19,0.0,Sokwakana MOGWASI,RSA,"Mangaung Athletics Stadium, Bloemfontein (RSA)",2020-02-29
12.19,18.0,Kaja DEBEVEC,SLO,Koper (SLO),2011-05-22
12.19,0.0,Dutee CHAND,IND,Ranchi (IND),2011-11-01
12.19,1.0,Matilda HELLQVIST,SWE,VÃ¤xjÃ¶ (SWE),2011-09-16
12.19,13.0,Jaqueline DE OLIVEIRA SILVA,BRA,Maringa (BRA),2011-09-10
12.19,1.0,Jazzmine FOLSTON,USA,"New Orleans, LA (USA)",2011-08-03
12.19,14.0,Sandra TÃ–RNROS,SWE,Sundsvall (SWE),2011-07-31
12.19,18.0,Charlotte WINGFIELD,MLT,"Marsa Athletics Track, Marsa (MLT)",2020-07-18
12.19,4.0,Natalia CHRISTOFI,CYP,"Strovolos, GPS Stadium, Nicosia (CYP)",2020-07-28
12.19,14.0,Jandeh JALLOW,FIN,"LeppÃ¤vaaran Stadion, Espoo (FIN)",2020-08-05
12.19,15.0,Laura Sophie GROÃŸHAUS,GER,"Walter Mundorf Stadion, Siegburg (GER)",2020-08-13
12.19,9.0,Damita BETHAM,AUS,"SOPAC, Sydney (AUS)",2020-12-05
12.19,16.0,Jennifer ENE,JPN,"Sendai University Stadium, Sendai (JPN)",2020-10-31
12.19,13.0,Amelia FINGER,AUS,"QSAC, Nathan, Brisbane (AUS)",2020-10-24
12.19,1.0,Bronte PICKERING,AUS,"Blacktown Athletics Track, Sydney (AUS)",2020-10-17
12.19,13.0,Maiwenn LHEVEDER,FRA,"Stade Mainguet, Montfort-sur-Meu (FRA)",2020-10-03
12.19,9.0,Misuzu ARIMURA,JPN,"Metropolitan Komazawa Stadium, Tokyo (JPN)",2020-09-26
12.19,8.0,Clara ANTRITTER,GER,"Waldstadion, Walldorf (GER)",2020-09-19
12.19,8.0,Rosina SCHNEIDER,GER,"Waldstadion, Walldorf (GER)",2020-09-19
12.19,0.0,Benedetta BORIANI,ITA,"Stadio Zecchini, Grosseto (ITA)",2020-09-18
12.19,1.0,Tinne VERTONGEN,BEL,"Stadion De Veen, Heusden-Zolder (BEL)",2020-09-13
12.19,7.0,Martyna OSIÅƒSKA,POL,"Stadion im. MarszaÅ‚ka JÃ³zefa PiÅ‚sudskiego, Radom (POL)",2020-09-11
12.19,12.0,Caterina RUGGERI FASCIANI,ITA,"Guidobaldi, Rieti (ITA)",2020-09-01
12.19,2.0,Annik KÃ„LIN,SUI,Thalwil (SUI),2020-08-29
12.19,-3.0,Judy Marie-AimÃ©e CHALCOU,FRA,"Stade Patrice Perrais, Bouaye (FRA)",2020-08-29
12.19,5.0,Dominika MIKIEWICZ,POL,"Stadion MOSiR, Ciechanow (POL)",2020-08-28
12.19,19.0,Mira BAUS,GER,"StÃ¤dtische Sportanlage, Gelnhausen (GER)",2020-08-23
12.19,2.0,Yanan TAO,CHN,Bangbu (CHN),2020-08-16
12.19,4.0,Josephine OTTO,GER,"Stadion Rote Erde, Dortmund (GER)",2020-08-15
12.19,-4.0,Niata ALEXANDER,USA,"Life College, Marietta, GA (USA)",2020-08-15
12.19,19.0,Lea MORMIN,FRA,"Stadium Municipal, Albi (FRA)",2020-09-12
12.19,9.0,Sara LUKIÄ†,SRB,"Military Academy Stadium, Beograd (SRB)",2020-06-20
12.19,9.0,Mathilde LAGARDE,FRA,Cerizay (FRA),2011-07-09
12.19,13.0,Erin TUCKER,USA,"Greensboro, NC (USA)",2010-06-17
12.19,13.0,Denise OSEI,GBR,London (GBR),2010-06-12
12.19,0.0,Kathrin VETTER,GER,Duisburg (GER),2010-06-06
12.19,-6.0,Mariya VOLOTKOVICH,BLR,Minsk (BLR),2010-06-04
12.19,19.0,Laura STRATI,ITA,Verona (ITA),2010-06-02
12.19,0.0,Ashton MAY,USA,"Berea, OH (USA)",2010-05-28
12.19,4.0,Grace AYEMOBA,NGR,Makurdi (NGR),2010-05-22
12.19,15.0,Susanna BANJO,GBR,Loughborough (GBR),2010-05-22
12.19,0.0,Ana HOLLAND,USA,"Lakewood, PA (USA)",2010-05-20
12.19,-3.0,Floria GUEI,FRA,Montgeron (FRA),2010-05-16
12.19,-19.0,Tatyana SIZONENKO,RUS,Cheboksary (RUS),2010-05-07
12.19,-10.0,Heidi PAUL,TTO,"College Park, MD (USA)",2010-05-06
12.19,0.0,Sian PLEDGER,GBR,Bedford (GBR),2011-07-16
12.19,18.0,Kristi STURGES,USA,"Columbus, OH (USA)",2010-05-01
12.19,1.0,Kelcey MCKINNEY,USA,"Columbus, OH (USA)",2010-05-01
12.19,16.0,Andrea GEUBELLE,USA,"Fayetteville, AR (USA)",2010-04-30
12.19,3.0,Jazzmin SIMS,USA,"Baton Rouge, LA (USA)",2010-04-17
12.19,0.0,Teleicia ROSE,USA,"Los Angeles, CA (USA)",2010-04-10
12.19,3.0,Taylor JACKSON,USA,"Knoxville, TN (USA)",2010-04-09
12.19,11.0,Nyosha BRYANT,USA,"Gainesville, FL (USA)",2010-04-02
12.19,14.0,Kristian-Curry YOUNG,USA,"Austin, TX (USA)",2010-04-02
12.19,9.0,Marie Liesse CAUWET,FRA,Bondoufle (FRA),2010-06-17
12.19,13.0,Amanda RULLER,CAN,Calgary (CAN),2010-06-19
12.19,12.0,Maeson MONDRIK,USA,"Humble, TX (USA)",2010-05-03
12.19,6.0,Tsai-Anne JOSEPH,TTO,Port-of-Spain (TTO),2010-06-26
12.19,8.0,Tina SLEJKO,SLO,Pordenone (ITA),2010-06-22
12.19,9.0,Chelsea Anika CHARLES,TTO,Lille (FRA),2011-07-06
12.19,12.0,Maiju POKKINEN,FIN,JÃ¤msÃ¤ (FIN),2011-07-03
12.19,0.0,Catia JACINTO,POR,CÃ¡ceres (ESP),2011-06-29
12.19,9.0,Lyudmila KIRDYASHOVA,RUS,Yerino (RUS),2011-06-24
12.19,4.0,Joanna MILLS,IRL,Antrim (GBR),2011-06-11
12.19,-1.0,Katie CUNDALL,GBR,Swansea (GBR),2011-06-05
12.19,4.0,Celestine KOUMASSE,FRA,Metz (FRA),2011-06-05
12.19,5.0,Andreia FILISBERTO,POR,Salamanca (ESP),2011-06-08
12.19,17.0,Clemence VIFQUIN,FRA,VÃ©nissieux (FRA),2011-05-29
12.19,-10.0,Fatima SOUNTOURA,FRA,Franconville (FRA),2010-06-30
12.19,0.0,Marina KRAUSHOFER,AUT,St. PÃ¶lten (AUT),2010-07-03
12.19,16.0,Stephany SUYKERBUIK,NED,Eindhoven (NED),2010-07-11
12.19,11.0,Susi ZIMANYI,GER,MÃ¼nchen (GER),2010-07-24
12.19,0.0,Tamiris DE LIZ,BRA,Joinville (BRA),2010-07-31
12.19,-14.0,Akshana MARALANDA,SRI,Hanoi (VIE),2010-07-01
12.19,-30.0,Macarena REYES,CHI,Rosario (ARG),2010-10-09
12.2,7.0,Katja LUUKKOLA,FIN,"Hervannan KeskusurheilukenttÃ¤, Tampere (FIN)",2020-08-30
12.2,6.0,Myke VAN DE WIEL,NED,"Netestadion, Lier (BEL)",2020-07-25
12.2,7.0,Aleksandra SUCHENEK,POL,"Stadion Miejski, ToruÅ„ (POL)",2020-07-28
12.2,16.0,Wiktoria GRZYB,POL,"Stadion SOSiR, Slubice (POL)",2020-07-30
12.2,17.0,Michaela KUÄŒEROVÃ,CZE,"AtletickÃ½ stadion Slavia Praha, Praha (CZE)",2020-07-31
12.2,4.0,Joke BEYLEMANS,BEL,Oostduinkerke (BEL),2020-08-02
12.2,18.0,Erika LUKAÅ EVIÄŒ,LTU,"Palangos Stadionas, Palanga (LTU)",2020-08-07
12.2,13.0,Bendere OBOYA,AUS,"Barden Ridge Athletics Track, Sydney (AUS)",2020-10-24
12.2,-3.0,Emma TAINIO,FIN,"Urheilukeskus, PedersÃ¶re (FIN)",2020-08-07
12.2,0.0,Alessia NIOTTA,ITA,"Campo Atletica Pietro Mennea, Cecina (ITA)",2020-08-09
12.2,6.0,Joanna NADÅONEK,POL,"Miejski Stadion, Szczecin (POL)",2020-08-23
12.2,12.0,Elaine DEN EXTER,NED,"Atletiekbaan Maarschalkerweerd, Utrecht (NED)",2020-08-29
12.2,1.0,Suzuho ITOU,JPN,"Ishin Me-Life Stadium, Yamaguchi (JPN)",2020-10-18
12.2,-8.0,Fumika SANO,JPN,"Nagaragawa Stadium, Gifu (JPN)",2020-10-03
12.2,4.0,Noemie DENON,FRA,"Stade Clerville, Ivry-sur-Seine (FRA)",2020-09-20
12.2,7.0,Nei WATANUKI,JPN,"Municipal Stadium, Nagano (JPN)",2020-09-05
12.2,18.0,Lotte DE FOER,BEL,Hulst (NED),2020-09-05
12.2,20.0,Emma JANSSON,SWE,"Slottsskogsvallen, GÃ¶teborg (SWE)",2020-07-25
12.2,14.0,Eri KOSUGI,JPN,"Azuma Stadium, Fukushima (JPN)",2020-08-18
12.2,5.0,Yusa SAKUDA,JPN,"Tokyo Women's College of PE, Kunitachi (JPN)",2020-07-23
12.2,12.0,Rhode NEL,RSA,"Secunda Stadium, Secunda (RSA)",2020-03-07
12.2,0.0,Krystsina RADZIVANYUK,BLR,"Stadium Irena SzewiÅ„ska, Karpacz (POL)",2020-07-18
12.2,0.0,Kylie ROBILLIARD,GBR,New Delhi (IND),2010-10-06
12.2,7.0,Melekia SIMPSON,USA,"Tallahassee, FL (USA)",2011-04-09
12.2,1.0,Jacqueline TODD,USA,"Orlando, FL (USA)",2011-03-26
12.2,17.0,Zadia BRYANT,USA,"Tempe, AZ (USA)",2011-03-19
12.2,12.0,Anna-Kay DENNIS,JAM,"Hollywood, FL (USA)",2011-03-12
12.2,9.0,Kaycian JOHNSON,JAM,"GC Foster College, Spanish Town (JAM)",2020-02-19
12.2,9.0,Saki MAEDA,JPN,"Municipal Mizuho Stadium, Nagoya (JPN)",2020-07-23
12.2,-5.0,Ashleigh WHITTAKER,AUS,"SOPAC, Sydney (AUS)",2020-02-22
12.2,1.0,Isabellah WALKER,AUS,"SOPAC, Sydney (AUS)",2020-03-07
12.2,12.0,Reneisha ANDREWS,TTO,"Hasely Crawford Stadium, Port-of-Spain (TTO)",2020-03-07
12.2,10.0,Vladyslava TUKHAY,SLO,"Atletski stadion Poljane, Maribor (SLO)",2020-06-23
12.2,7.0,Anne Sofie KIRKEGAARD,DEN,"Osterbro Stadion, KÃ¸benhavn (DEN)",2020-07-04
12.2,6.0,Monica BARBIERI,ITA,"Campo Coni, Pavia (ITA)",2020-07-10
12.2,18.0,Vanessa OSUJI,GER,"Waldstadion, Haldensleben (GER)",2020-07-11
12.2,19.0,Nicole KRÃ„MER,GER,"Waldstadion, MÃ¶rfelden (GER)",2020-07-11
12.2,15.0,Zuzanna BORZEWSKA,POL,"Stadion Miejski, ÅÃ³dÅº (POL)",2020-07-12
12.2,13.0,A.P. SHIBLI,IND,"Tau Devi Lal Stadium, Panchkula (IND)",2020-03-03
12.2,16.0,Monique SIMS,USA,"Charlotte, NC (USA)",2011-03-18
12.2,-13.0,Constanza ECKHARDT,ARG,Rosario (ARG),2010-10-09
12.2,4.0,Nneka OKPALA,NZL,Christchurch (NZL),2010-03-26
12.2,18.0,Rebecca WATTS,AUS,Sydney (AUS),2010-02-13
12.2,2.0,Wen-Wen LIN,TPE,Miaoli (TPE),2010-10-15
12.2,-1.0,LÃ©onie Myriam MANI,CMR,Ninove (BEL),2010-08-07
12.2,7.0,Qilin LI,CHN,Jinan (CHN),2010-08-05
12.2,7.0,Cornelia HALBHEER,SUI,Lugano (SUI),2010-07-17
12.2,15.0,Alicia VARAS,ESP,AvilÃ©s (ESP),2010-07-17
12.2,15.0,Iratxe ETXEBARRIA,ESP,AvilÃ©s (ESP),2010-07-17
12.2,20.0,Line KLOSTER,NOR,Oslo (NOR),2010-07-13
12.2,15.0,Mariya SOKOLOVA,RUS,Saransk (RUS),2010-07-12
12.2,-22.0,Jane DICKENSON,IRL,Tullamore (IRL),2010-07-04
12.2,4.0,Britney WATTLEY,IVB,Santo Domingo (DOM),2010-07-02
12.2,1.0,Iryna KRAVCHENKO,UKR,Donetsk (UKR),2010-07-01
12.2,1.0,Eleonora SMARGIASSI,ITA,Rieti (ITA),2010-06-12
